"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Croatia","HRV","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23387.9877231275","18803.4977555058","17011.6916231482","15562.5854768911","16293.5683160391","17515.2252454816","18841.8869216745","20101.8780588856","20567.1383538522","20480.8791348562","21293.1028615087","22816.8223899237","24126.749639493","25462.9666537792","26517.495278091","27629.3366710628","29026.4832548113","30498.6614054525","31102.7496509048","29013.8784789511","28691.8150754466","28762.9051916865","28248.3209817853","28389.1073343179","28448.1254032108","29458.7001791716","30811.2087386168","32337.5448144271","33715.9364467853","35107.9328101916","32479.2352512406","36914.1150367413","39844.1362024049","41116.8704725701"
"Haiti","HTI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3946.36564580421","3939.53502422662","3656.58317052336","3390.88135070558","2928.67513719742","3157.78316886896","3226.66878776683","3252.0269476801","3261.58666372464","3288.68550795935","3256.62946976622","3186.83391085521","3163.58995198594","3216.80164457879","3120.84410958207","3163.11380246538","3164.82372941453","3258.36633663299","3289.70539010892","3426.38912318297","3195.24820723659","3320.34680581165","3285.70754602266","3376.63982000485","3423.65317734526","3422.09748627768","3435.73122444055","3474.34692898372","3485.69687548702","3381.584787365","3229.47554356606","3134.95014938417","3047.65179299452","2956.46213701659"
"Hungary","HUN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21448.3078858035","18898.7375325927","18326.8172181044","18242.0254086153","18805.3698558808","19112.0699421291","19160.7052296897","19802.8039678913","20623.0439930366","21316.6795331556","22329.4238553986","23292.5111826665","24466.4453247403","25536.3092411983","26873.7478780497","28083.578008854","29237.2665948924","29363.8165982019","29710.5895297103","27793.3452939859","28156.0369872014","28763.052182542","28550.5145352558","29145.2904938049","30460.7246407882","31665.2277789474","32457.8253273034","33934.5146358172","35799.5619371301","37557.9267028675","35949.9188680058","38647.9980847097","40693.9612735395","40543.9936316007"
"Indonesia","IDN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4873.05380133263","5118.46789591815","5357.3758979759","5609.15178814269","5931.23473426762","6312.93453561158","6695.40975787395","6897.00236563331","5897.68530859207","5855.65800744994","6056.38197842165","6190.51954040991","6381.94955179996","6599.09193597034","6843.54654972364","7140.8545640704","7434.48785352221","7802.46406905954","8165.06155116624","8435.4557468629","8848.22473702066","9274.96955181702","9708.61182531081","10121.8141535043","10504.3869411088","10893.6621142169","11319.6634287738","11772.5743296107","12262.2310300771","12757.7850854842","12388.5449268131","12757.0746440204","13334.293520304","13889.8828825663"
"Isle of Man","IMN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"India","IND","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2203.14703867968","2178.6859145401","2249.69790389274","2307.60714181108","2411.46273689083","2542.42211133345","2680.27888437082","2734.52089133672","2847.96234988663","3041.48258556057","3099.5028215766","3188.81024020636","3250.69565544917","3445.92592352395","3656.12620652098","3881.9661798273","4129.77837009239","4379.69604361151","4450.39022919238","4731.36160463896","5059.2827108398","5249.54925694026","5460.43768570052","5732.24189090876","6079.84393523695","6488.14602910787","6940.62588857522","7326.60693679859","7714.33974724531","7930.0911303899","7399.53068079041","8050.01857452664","8544.68888383182","9160.06365370888"
"Ireland","IRL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29444.5646717429","29840.6819485028","30628.6573478249","31296.5428645371","32967.7067927151","35959.1210336271","38308.4420643939","42106.3346806111","45322.2093844304","49533.0409537546","53473.2984687388","55421.04731999","57709.8017360114","58488.5304044254","61327.2456509112","63449.7455988312","64842.5884114638","66339.9527270354","62086.470382166","58327.2522601948","58986.597782886","59698.2573300436","59208.6598332723","60188.853727311","65328.8012500972","80644.2832573511","80713.9825115789","87863.6619085077","93328.9754170239","96701.6663768195","102562.542213715","118102.765779741","124991.299292938","114922.392692015"
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9046.58484470857","9923.82123752438","10050.3820085854","9867.29259831817","9681.26212298202","9804.54989450776","10315.1380492974","10329.8572415436","10400.8617113544","10459.1241133566","10908.2929308945","10998.1285086842","11788.8950217415","12666.2011613517","12935.7859087138","13056.2499373752","13416.8415056781","14275.7487984834","14138.8010468136","14104.9783035628","14737.1558480906","14941.2594887409","14202.5507641889","13804.7912969754","14299.5717729808","13905.1921172487","14915.5941209299","15108.1094121896","14642.4975713628","14040.6646532072","14397.1535705748","14951.8948716503","15331.3329400419","15912.0299184195"
"Iraq","IRQ","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10735.09411029","3819.16194826651","4916.26440292597","6105.04166284904","6044.87104810181","5969.66964096052","6419.36981876252","7545.72976100631","9871.73398030775","11237.8537439925","12702.1641950892","12529.6084050976","11144.0505255902","6849.3320080035","10210.5631004936","10078.4437646814","10568.9137652953","10853.8161022286","11511.9387643638","11470.5178061728","11816.8410150233","12267.5848940645","13357.0143882323","13712.931714296","13536.8227681399","13516.0271989173","15016.0920644557","14417.6306896454","14456.2357053191","14910.2250318827","12827.6345392293","12731.7535755128","13393.6749428104","12711.0616746745"
"Iceland","ISL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40307.0638928181","39753.4839855705","37932.5631947981","38041.9993773599","39074.6952660856","38908.6097180325","40466.5390231954","42452.9094470919","45093.1537954182","46348.7585084778","47997.5650928511","49264.7009121581","49100.118628902","49806.0782637916","53222.8278702082","55595.410446484","57736.0276056747","61053.1247960369","61252.4022562031","56365.4636221846","54847.6275271389","55689.6193449921","55983.2731767814","57980.8547725128","58306.8285816906","60262.524351549","63178.2055937527","64302.4049870519","65663.9269026521","65431.3233465745","59909.7715646707","62032.2704112203","65932.1354459738","67255.6720087402"
"Israel","ISR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25211.9213787756","25573.8083434646","26622.1502040911","26991.0520585514","28254.7618972764","29327.3315722902","30246.510588065","30607.7210941024","31131.5630366926","31357.3902571559","33174.0261291132","32456.1799301952","31770.3938508249","31659.0466402044","32559.8218952584","33339.4401517264","34583.322822229","36020.7480664024","36549.2530420246","36081.4901322907","37424.0759533866","38782.5160210148","39040.4637691723","39939.814159213","40702.7513224905","40827.4377176419","41783.3077692203","42732.3389586885","43624.8232920674","44419.9695103844","43004.2079141564","46238.221462336","48271.4182363151","48432.1096518058"
"Italy","ITA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43204.4026692924","43838.7191724574","44174.4394256345","43770.9493265276","44703.3648744202","45993.1474017467","46598.9259960187","47471.1692138174","48313.822476453","49116.2618868657","50999.893682884","51993.960568176","52056.7288971219","51860.3385531737","52285.2924736522","52425.6731193108","53208.8975004236","53715.0556457439","52814.4353630412","49785.202621313","50391.2333838779","50654.4961434571","48939.3325567316","47495.8038288781","47061.3678630582","47523.9548543578","48193.2591820846","49039.5706622451","49539.0208987407","50328.594103779","46089.2958701295","50465.0878433719","52924.6091777942","53312.0698662293"
"Jamaica","JAM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8742.16514897684","9084.99663245067","9171.61641642561","9932.03155666506","9966.49119088305","10098.9801410387","9990.34619816537","9785.76131584218","9475.90209420858","9501.01504911249","9518.23176217597","9585.3149195513","9716.89555621184","10012.2870472198","10085.5908457783","10119.533793938","10359.3160527934","10457.9720296526","10328.039800858","9838.25107731484","9654.07238340606","9778.69453522704","9676.84757069008","9687.60830299017","9719.30389841393","9778.11854181647","9886.55139209403","9964.39102196217","10137.1110525894","10216.0655361472","9178.32077782074","9577.16421134079","10072.0485289361","10291.3126701479"
"Jordan","JOR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7589.82020149345","7134.29035645616","7737.96934607768","7675.47176193835","7680.14091619145","7829.08134142645","7731.47868335743","7775.54283839368","7826.74028388774","7920.01987429777","8086.92215795305","8339.78594962647","8638.0804707775","8800.49688909923","9326.66854241318","9839.68850913446","9977.75919497734","10161.4022840707","10641.5895979974","10938.5029017232","10953.5378091936","10977.4822229714","11086.0301240431","10799.353989331","10148.9982632195","9581.6893809446","9321.9046623721","9339.81054860678","9311.53131354454","9288.5272415511","9022.63944977504","9182.49616125602","9266.57547415865","9362.58776056423"
"Japan","JPN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35466.0843514147","36571.7376276601","36764.3774402692","36477.1093345285","36769.4951372532","37648.4771099061","38740.3361186783","39027.3655750384","38427.0294361961","38228.8456478412","39220.0779791191","39276.7555766593","39201.9757708351","39718.6938625784","40573.3302644675","41301.3536778333","41841.6279122437","42413.7796738934","41874.2297629698","39495.165356114","41106.2612443372","41192.2768370627","41825.3142519696","42725.5502140447","42909.0056611568","43624.9274527151","43976.2664006851","44749.6382115169","45094.7333124842","44976.5080765088","43238.2966198129","44549.3383411434","45174.7319207138","46157.6360184941"
"Kazakhstan","KAZ","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16837.690749004","14877.5273541269","14045.1035780375","12795.8746425372","11334.9831283773","10600.3302270095","10857.4353898737","11298.5805497095","11364.0307809315","11815.7732115429","12935.864368308","14612.0290050498","15960.8738450013","17344.752672995","18886.5811908122","20565.5294470866","22574.3429577665","24351.3464102542","24895.6645683245","24901.3527260084","26374.8407672795","27946.1603432944","28881.2417563728","30177.4887221736","30986.4379168995","30893.7594851041","30758.3227260598","31524.4416339794","32330.2274546567","33298.2123695035","32011.5491499004","32945.8515725823","33506.2614893237","34703.2349286604"
"Kenya","KEN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4177.48603310346","4102.47677512965","3946.84093437851","3844.92029783599","3833.22357838589","3890.0985511465","3941.40919481353","3853.37139280354","3871.82176322447","3848.46470612727","3756.63622296879","3778.25854755615","3681.2569427491","3674.08592758409","3743.56785736929","3844.73557120578","3970.73349887685","4116.45094720856","4002.88364073792","4012.19428382397","4211.52462957784","4307.10611556858","4387.93790075409","4443.371215682","4558.55155266374","4679.62182831938","4770.31046388086","4846.86210851932","5017.66784674664","5171.71264279257","5057.40115537429","5338.85243382781","5491.69378280246","5682.98916248678"
"Kyrgyz Republic","KGZ","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6095.68108610235","5520.42979891313","4701.99190164831","3973.88323931033","3176.92417064073","2974.71163891294","3138.6664957744","3399.93463323746","3419.22366584536","3491.93773268741","3638.46351431821","3795.89097724664","3760.53239965257","3982.92722017802","4211.52289559176","4156.95889490127","4240.17017797554","4558.71311158978","4894.9427801376","4969.96132720374","4876.47964886483","5092.85211661461","4993.39431683528","5418.54061993935","5513.75493632988","5600.21479787578","5715.01087451862","5861.22246508753","5951.8292293921","6087.60193826927","5537.79588482812","5736.47883415154","6139.77832836366","6403.14308780476"
"Cambodia","KHM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2646.09798836687","2731.37973720265","2769.4882552689","2714.59150060042","1650.39100001969","1672.73928514173","1643.01579058016","1595.1713065702","1602.38371208983","1775.41239802002","1922.03179092592","2032.08092022373","2126.34150468987","2309.83931482788","2491.30930003838","2781.89028895255","3041.10471220153","3308.15747246544","3501.9257021932","3587.60889588362","3711.53750580157","3921.97911563308","4159.16354123446","4419.3988680186","4702.73061823207","4968.57276699143","5283.72964943779","5632.03125629342","6050.59088262205","6448.88455952805","6128.78243783335","6225.53265474741","6456.7382143272","6690.58942585792"
"Kiribati","KIR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2213.5395392814","2047.15306131461","2495.99624997113","2455.44922764658","2468.72025472931","2498.78675454986","2455.50057796109","2439.40986948307","2502.86169907113","2364.34525664257","2481.41406302546","2357.58098260833","2341.69467094036","2258.03349779786","2199.67040420273","2183.78062718628","2264.16062462478","2286.44591209527","2172.35698471537","2137.96495199015","2119.63942896482","2150.38262535111","2242.01298424654","2382.36928757409","2381.34749428723","2615.84063247768","2761.93280330051","2822.66878526129","2877.60116543267","2927.48363377396","2860.75095485266","3049.47380127289","3117.76025805862","3195.87039847415"
"St. Kitts and Nevis","KNA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14333.8450022097","14092.3556538054","14565.1141073058","15357.049791443","15964.5292493395","16605.3062403944","17349.6693381668","18298.4568019478","17973.4847445221","18301.3869489425","19851.3879791074","20660.0371506976","20824.7428521097","19938.0369212533","20672.6008810629","22625.0306560256","23271.6542739751","23342.7529981522","25912.8904086675","24987.4087047796","25011.1843719461","25393.8341857695","25127.7378374428","26546.5546957215","28545.8487626208","28745.2165294236","29883.2962582913","29965.2343163396","30592.9047143548","31496.5931147241","26707.1069326356","26896.617706598","29761.2753518753","30409.4041094129"
"Korea, Rep.","KOR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13883.3754566665","15228.2578885125","16005.0180794844","16932.8746746144","18317.0972433132","19877.1924488437","21242.2833850717","22342.555018226","21044.04602043","23291.0136350384","25189.8576952747","26210.3004434109","28072.3674959242","28806.1903627243","30183.4967538133","31417.2909939505","32897.9651896361","34630.4908461154","35404.0502179605","35501.5065859909","37728.8781699677","38819.7754787041","39543.9970143698","40610.1628700051","41648.2477758578","42593.0088732759","43674.5070129375","44928.0513861779","46034.2906314164","46903.839068358","46506.9330421639","48571.4322096427","49933.976302795","50572.2499861828"
"Kuwait","KWT","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38737.2096391656","28490.0134024661","43049.4100107589","56399.2087465805","61443.3838789842","63771.290161839","62350.1773287924","61839.4852602301","62136.1230052126","59234.6495912608","60280.7123808404","58802.544000564","59050.2443648747","67642.5259585786","72929.5589705431","77800.7843573958","79121.5578882189","79075.2048048806","76649.21027624","67554.9221477468","62639.7379831383","64518.4986017604","64581.9388971369","62144.7990487632","59763.6764552554","57473.1139554478","56650.3734580497","52022.7232984952","51364.271157544","51122.3312398328","49124.5406217346","50689.0440784829","50984.3024427951","46458.2004898213"
"Latin America & Caribbean (excluding high income)","LAC","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12366.2026571992","12519.415477456","12602.3696809634","12961.3936691424","13419.4472398812","13258.144837744","13540.5461357639","14034.8982271313","14208.163490171","14049.7988106939","14339.2413795204","14163.8020233075","14032.7870626519","14186.044905302","14741.7527447862","15131.6267287723","15727.4893433307","16367.6491863055","16781.5287333724","16194.1990850277","17086.2875977854","17664.8190017857","17902.2404292799","18220.0406280817","18294.115665005","18185.3926227569","17951.3554541047","18140.269978353","18247.3790294612","18199.2138987489","16885.0544824699","17969.2622444725","18559.9009054844","18816.2065640962"
"Lao PDR","LAO","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2005.50049410401","2033.58258303281","2088.02004083238","2152.2765966407","2267.78215521397","2368.05475182536","2473.77285753148","2589.20762864101","2642.56618699585","2786.52039703471","2899.01961879748","3015.63258480614","3143.22327579556","3282.9853971272","3441.16999706515","3630.55878769378","3881.53736632657","4112.25301659759","4367.162880257","4625.07173324518","4946.10563678172","5266.87866924206","5608.96956337059","5974.47368943414","6341.2122967032","6703.74124348885","7063.25545347926","7432.4596330485","7775.08574451883","8075.27502377003","7995.59502527818","8080.43553249923","8183.03286472653","8372.15591874407"
"Lebanon","LBN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5345.51209718413","7828.17201077656","8924.15264553271","9695.31549182752","10294.812771264","10762.4426963776","11757.2824887935","11668.4006854372","11885.3072278409","11617.2497708538","11571.7326041085","11817.9305012844","12053.8341563826","12272.3440677497","12882.0757995163","13024.6648924956","13003.680803908","13941.5614244767","14955.1413563252","16264.3506182706","17390.7584012958","17353.1960845294","17323.3013764282","16396.4969302163","15205.873265402","14980.020515614","15572.3611739774","16128.5838196051","16290.0516478592","15659.5661040012","12507.4366368078","11599.7755083765","11474.7505845558",""
"Liberia","LBR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1866.40548125833","1819.49785292522","1115.03770816852","718.683238814764","563.640361196647","534.809715165406","582.677982536092","1111.93760251371","1308.40568305294","1507.31470254594","1868.17975587618","1867.11910921753","1887.64601570733","1308.15090140274","1326.53565502695","1335.61728880785","1364.60347323709","1422.10019670004","1463.12408187297","1492.99817384053","1538.85083488512","1601.03374045996","1668.97289588776","1774.5205777394","1750.1438489328","1714.09047960464","1653.31050211233","1661.30290782171","1647.97443793846","1575.76665001238","1497.37692436272","1539.20892304674","1578.99837069175","1616.92373356695"
"Libya","LBY","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18121.8156548641","20501.4784195724","19532.9958477092","18429.7887356058","18439.6583703432","17718.6027769266","17804.46417153","18446.8429620553","17528.3110622471","17397.9876528674","17742.3474896438","17111.4835611225","16625.0592103276","18417.8843446972","18846.2418698799","20644.0270766892","21539.6274538208","22416.1098051613","21909.429070862","20513.5632098849","21109.9679253729","10739.0931713183","20595.580038429","16553.1426523565","12495.792970176","12192.1386217463","11828.7113766913","15424.055430096","16380.8515494718","14333.4224412442","9976.03740275891","12641.5097714075","11456.0768149668","12478.1434623596"
"St. Lucia","LCA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17222.0009717488","17080.6524935181","18166.0520215626","18003.8776087266","18020.3582191514","18048.625882682","18300.995327951","17919.8804354578","18786.8364896864","19039.2997431691","18818.7242123634","17993.4829567934","17911.4761703514","18522.3541180618","19715.6606960249","19491.0510737035","20550.8837088088","20759.1263600506","21651.0480999159","20907.1550613609","20848.8763273622","21637.6831310471","21515.7151180474","20989.2166354026","21214.3373868088","21142.6248181466","21775.1621571127","22422.6120380814","22981.8034416012","22738.0109584032","17141.9380711598","19101.1652956676","22961.9622175008","23403.4617661837"
"Liechtenstein","LIE","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sri Lanka","LKA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4561.57913261438","4735.81940023678","4866.23941153137","5114.43630396951","5322.72963127148","5523.31225393965","5624.02393650599","5871.72297557268","6032.62212630498","6176.23548455949","6428.61341890463","6230.03051864853","6409.86278893446","6741.01248849424","7059.91098068568","7452.74234124518","7970.66491021045","8454.2067533326","8897.82686006864","9156.31906483165","9832.18622337307","10618.4925999943","11447.6937741445","12249.7223350448","12909.9663066055","13329.7793437945","13845.6146784784","14578.6018622132","14759.8248943303","14637.4442911872","13886.6513728651","14316.1352225683","13249.4085187153","13029.523937847"
"Lesotho","LSO","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422.15056881284","1494.24032446777","1571.8270420314","1602.59633239095","1675.5977232422","1709.69433512939","1786.182290166","1837.69657049966","1856.69078488714","1860.70052178612","1932.15793223415","2004.03350215955","2024.78727304864","2127.37302160132","2178.66474674332","2275.01614419256","2381.02024562073","2470.31462127885","2589.16635854686","2538.19341751854","2651.37804898226","2749.31958166573","2894.22705048142","2914.37515966739","2930.61724036206","2986.95866729879","3057.26091568162","2924.68096193272","2846.41828124649","2773.28639887236","2517.11041897944","2544.78249551214","2577.54544127769","2595.82952310453"
"Lithuania","LTU","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20845.2078427471","19628.6839732741","15472.6198561607","13023.4983751412","11833.4570918521","12317.2325566838","13035.1488336684","14221.694099758","15394.1682291276","15333.6997482807","15969.8359209483","17146.0445323952","18445.71402438","20558.4018418549","22142.3827822658","24245.9326490073","26458.0528780697","29740.266605185","30828.796852373","26547.368799391","27225.743139558","29608.6054363894","31323.6310940206","32922.7722623731","34459.8222525411","35770.9416005063","37196.3746089318","39459.89848035","41797.6143002734","43868.6042151345","43875.6404684302","46575.6925456472","47238.0989570287","46740.4091948413"
"Luxembourg","LUX","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82483.0106261715","88420.4727718772","88841.4223095211","91338.9513042338","93546.274923386","93562.4583558367","93587.9553775981","97431.2764539689","102649.537184258","109551.6579884","115588.402842744","117732.076096471","120262.856458441","121922.355627882","125288.495534052","126449.626412817","131936.412666174","140435.797753642","137533.728644323","130637.425759032","133098.043477498","131531.74854101","130529.235375341","131592.594804643","131898.632387803","131746.320720073","135355.895613971","133845.170917656","132889.080166245","134105.634308099","130689.499653899","137947.34385169","137059.186075749","132846.573735495"
"Latvia","LVA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16888.0308087542","14830.9475395732","10207.0260552782","9891.55618078412","10278.7899667694","10327.8913716072","10685.1073038676","11781.9449208162","12672.5929139939","13136.2475978976","14038.2089047508","15139.4242538304","16490.4184812614","18054.0522486663","19844.6840481742","22390.3481420321","25494.7010636067","28380.5485792108","27708.4871746432","23651.3239847466","23264.5907119384","24411.4375756734","26521.6841669925","27369.1720059687","28206.935146534","29514.7356702473","30545.7403533043","31865.1206465535","33498.3999810291","33959.9237272459","33012.4535835268","35604.8974492032","36348.8070458683","37007.3683672158"
"Macao SAR, China","MAC","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55243.3259217146","54545.0807182134","58591.6261556658","59528.1224805848","60057.8084177135","60142.5867681086","59053.7515245186","58578.4400045122","55238.7099667596","53292.5810414273","55936.0998320005","57114.2724802625","61564.752617492","67925.7866091927","83914.8134618617","87090.6023661868","93724.9504784505","102761.418367158","102356.051936091","104764.487677579","130596.05975918","155185.383338471","164065.103440989","174339.077324965","162582.374111152","123396.00902012","120754.850671388","133500.278526898","139787.776691387","133549.18803809","59791.4252638135","74177.7825248277","60089.8389791999","104961.643485494"
"St. Martin (French part)","MAF","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Morocco","MAR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4418.66015625","4656.1259765625","4483.24951171875","4379.76416015625","4771.0927734375","4444.228515625","4916.47998046875","4766.1103515625","5033.92333984375","5043.6650390625","5100.11572265625","5417.57861328125","5544.07177734375","5810.05322265625","5996.39013671875","6103.42236328125","6488.673828125","6620.59033203125","6901.95068359375","7063.72705078125","7210.63671875","7503.79296875","7628.64404296875","7839.0322265625","7951.79833984375","8198.80859375","8141.9404296875","8450.0087890625","8611.75","8768.17578125","8054.56298828125","8623.265625","8666.0791015625","8868.7119140625"
"Monaco","MCO","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Moldova","MDA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15902.8943232278","13342.0600237962","9461.42772606577","9363.59309935118","6490.35310271769","6428.83979448752","6063.14051693664","6185.83952473232","5783.48593751483","5597.46512850295","5727.07922525352","6090.03474356112","6580.27841436838","7034.35784911687","7573.6178454751","8161.47344724765","8577.02858037286","8854.83397616724","9563.69814290939","9001.23432081622","9649.9509930271","10217.3087761255","10158.3854676883","11080.0634585341","11641.1208436577","11691.0797484184","12377.366678394","13118.8219369605","13895.5043655692","14621.2401362286","13559.2600217483","15682.0703284653","15291.1287359331","15855.2737421842"
"Madagascar","MDG","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1975.1465684083","1796.09269699509","1763.43193069428","1746.37309844173","1692.23143975198","1667.07259489398","1649.06509438746","1655.20877020837","1664.68214318253","1687.23146208876","1707.38547506582","1754.61013944927","1491.62565360287","1590.2839724571","1625.7777884177","1653.93255402623","1692.75470716424","1737.66517395968","1800.66929028128","1678.99899274419","1640.9561911336","1620.19018148157","1623.44094631746","1616.22731955534","1626.01697198961","1633.26492163503","1654.6710785916","1675.55914894277","1684.6493759955","1713.796122026","1551.12557962095","1599.4127689767","1622.61082445382","1643.30934795137"
"Maldives","MDV","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8907.11121983735","8761.19541883418","9081.54051168908","9337.95720050437","9823.40096595616","10847.052119452","11445.3787757394","12158.1522263925","12828.9916458843","13391.030422919","13678.8583084467","12921.8649373635","13630.5936054449","15249.8719915611","15873.3495486242","13861.1846060231","16728.0584966439","17332.7279638206","18232.2654541669","16162.9169308656","16668.6571186743","17473.7157175589","17278.9619586798","17869.9325763979","18633.0389279345","18715.3208296488","19263.5263628026","19948.4385847652","20998.879189238","21855.501224579","14242.9750701162","19052.6224904311","21357.8112511153","22286.9801703571"
